item_id,start_date,target,feat_static_cat,feat_dynamic_real
United States of America,2018-01,"[180.72 135.46 138.81 127.38 148.14 171.94 203.28 201.46 172.6  153.7
 150.98 159.13 166.38 140.54 141.48 117.5  136.3  153.71 193.39 188.58
 166.67 138.4  139.67 144.61 139.84 126.8  120.6  102.39 111.96 143.61
 187.67 184.79 145.38 131.88 121.57 148.07 150.06 147.63 121.12 113.66
 127.29 168.22 192.95 194.83 154.01 134.96 124.88 130.44 162.17 133.94
 123.55 114.13 132.96 158.69 189.19 187.59 150.87 127.85 126.65 151.62]",[1 2],"[[7.40300e+01 7.64100e+01 7.84600e+01 ... 7.38800e+01 7.22300e+01
  7.13300e+01]
 [1.30600e+02 1.32800e+02 1.33500e+02 ... 1.24400e+02 1.23200e+02
  1.23600e+02]
 [2.37343e+05 1.83375e+05 1.89998e+05 ... 1.90250e+05 1.86290e+05
  2.19115e+05]
 ...
 [2.21890e+02 2.37340e+02 1.83380e+02 ... 2.24520e+02 1.90250e+02
  1.86290e+02]
 [2.31310e+02 2.63840e+02 2.16440e+02 ... 2.53440e+02 2.11640e+02
  2.10010e+02]
 [3.42900e+01 3.21600e+01 3.55100e+01 ... 6.80200e+01 5.51800e+01
  4.09600e+01]]"
